timeStamp,pl,accPL,lastPrice
2016-10-01 01:00:00,0.0,0.0,101.33
2016-10-01 02:00:00,0.0,0.0,101.33
2016-10-01 03:00:00,0.0,0.0,101.33
2016-10-01 04:00:00,0.0,0.0,101.33
2016-10-01 05:00:00,0.0,0.0,101.33
2016-10-01 06:00:00,0.0,0.0,101.33
2016-10-01 07:00:00,0.0,0.0,101.33
2016-10-01 08:00:00,0.0,0.0,101.33
2016-10-01 09:00:00,0.0,0.0,101.33
2016-10-01 10:00:00,0.0,0.0,101.33
2016-10-01 11:00:00,0.0,0.0,101.33
2016-10-01 12:00:00,0.0,0.0,101.33
2016-10-01 13:00:00,0.0,0.0,101.33
2016-10-01 14:00:00,0.0,0.0,101.33
2016-10-01 15:00:00,0.0,0.0,101.33
2016-10-01 16:00:00,0.0,0.0,101.33
2016-10-01 17:00:00,0.0,0.0,101.33
2016-10-01 18:00:00,0.0,0.0,101.33
2016-10-01 19:00:00,0.0,0.0,101.33
2016-10-01 20:00:00,0.0,0.0,101.33
2016-10-01 21:00:00,0.0,0.0,101.33
2016-10-01 22:00:00,0.0,0.0,101.33
2016-10-01 23:00:00,0.0,0.0,101.33
2016-10-02 00:00:00,0.0,0.0,101.33
2016-10-02 01:00:00,0.0,0.0,101.33
2016-10-02 02:00:00,0.0,0.0,101.33
2016-10-02 03:00:00,0.0,0.0,101.33
2016-10-02 04:00:00,0.0,0.0,101.33
2016-10-02 05:00:00,0.0,0.0,101.33
2016-10-02 06:00:00,0.0,0.0,101.33
2016-10-02 07:00:00,0.0,0.0,101.33
2016-10-02 08:00:00,0.0,0.0,101.33
